,Treat,Diatom,Temp,Bact,FSC,SSC,RED,GREEN,strain,strain_2
70338,NbQ-B7-18,NbQ-B7,18,Xenic,3.485819,3.747672,3.526165,3.813392,NbQ-B7,C1
70339,NbQ-B7-18,NbQ-B7,18,Xenic,3.483428,4.288871,3.58473,3.772626,NbQ-B7,C1
70340,NbQ-B7-18,NbQ-B7,18,Xenic,3.105245,3.688601,3.481437,3.739037,NbQ-B7,C1
70341,NbQ-B7-18,NbQ-B7,18,Xenic,3.545504,3.607161,3.608742,3.894844,NbQ-B7,C1
70342,NbQ-B7-18,NbQ-B7,18,Xenic,3.661222,4.043018,3.649422,3.821771,NbQ-B7,C1
70343,NbQ-B7-18,NbQ-B7,18,Xenic,3.531258,3.989082,3.567074,3.833259,NbQ-B7,C1
70344,NbQ-B7-18,NbQ-B7,18,Xenic,3.501911,3.677531,3.874848,3.891969,NbQ-B7,C1
70345,NbQ-B7-18,NbQ-B7,18,Xenic,3.575829,3.77438,3.507226,3.669317,NbQ-B7,C1
70346,NbQ-B7-18,NbQ-B7,18,Xenic,3.505839,3.679084,3.497963,3.734405,NbQ-B7,C1
70347,NbQ-B7-18,NbQ-B7,18,Xenic,3.32891,3.741061,3.600318,3.712424,NbQ-B7,C1
70348,NbQ-B7-18,NbQ-B7,18,Xenic,3.27828,3.602306,3.516951,3.68066,NbQ-B7,C1
70349,NbQ-B7-18,NbQ-B7,18,Xenic,3.299936,3.651384,3.450444,3.675185,NbQ-B7,C1
70350,NbQ-B7-18,NbQ-B7,18,Xenic,3.213434,3.549571,3.480695,3.623784,NbQ-B7,C1
70351,NbQ-B7-18,NbQ-B7,18,Xenic,3.513955,3.583102,3.512285,3.717016,NbQ-B7,C1
70352,NbQ-B7-18,NbQ-B7,18,Xenic,3.469649,3.622786,3.176239,4.040637,NbQ-B7,C1
70353,NbQ-B7-18,NbQ-B7,18,Xenic,3.73941,3.886433,3.803971,3.933136,NbQ-B7,C1
70354,NbQ-B7-18,NbQ-B7,18,Xenic,3.452235,3.837226,3.417183,3.712796,NbQ-B7,C1
70355,NbQ-B7-18,NbQ-B7,18,Xenic,3.365813,3.705335,3.571617,3.619274,NbQ-B7,C1
70356,NbQ-B7-18,NbQ-B7,18,Xenic,3.431171,3.689493,3.434391,3.709995,NbQ-B7,C1
70357,NbQ-B7-18,NbQ-B7,18,Xenic,3.568239,3.499384,3.508157,3.7841,NbQ-B7,C1
70358,NbQ-B7-18,NbQ-B7,18,Xenic,3.624618,3.62229,3.507874,3.682088,NbQ-B7,C1
70359,NbQ-B7-18,NbQ-B7,18,Xenic,3.528162,3.574933,3.532839,3.841276,NbQ-B7,C1
70360,NbQ-B7-18,NbQ-B7,18,Xenic,3.463511,3.659029,3.507155,3.66349,NbQ-B7,C1
70361,NbQ-B7-18,NbQ-B7,18,Xenic,3.409499,3.819628,3.426508,3.868279,NbQ-B7,C1
70362,NbQ-B7-18,NbQ-B7,18,Xenic,3.25382,3.7798,3.552052,3.81936,NbQ-B7,C1
70363,NbQ-B7-18,NbQ-B7,18,Xenic,3.595029,3.643016,3.462393,3.711926,NbQ-B7,C1
70364,NbQ-B7-18,NbQ-B7,18,Xenic,3.620654,3.880745,3.539569,4.059002,NbQ-B7,C1
70365,NbQ-B7-18,NbQ-B7,18,Xenic,3.740604,3.896657,3.76176,4.015078,NbQ-B7,C1
70366,NbQ-B7-18,NbQ-B7,18,Xenic,3.473947,3.735725,3.500528,3.720729,NbQ-B7,C1
70367,NbQ-B7-18,NbQ-B7,18,Xenic,3.509613,3.758327,3.480028,3.745822,NbQ-B7,C1
70368,NbQ-B7-18,NbQ-B7,18,Xenic,3.199022,3.636665,3.454306,3.701851,NbQ-B7,C1
70369,NbQ-B7-18,NbQ-B7,18,Xenic,3.412573,3.618652,3.485206,3.718915,NbQ-B7,C1
70370,NbQ-B7-18,NbQ-B7,18,Xenic,3.808213,3.922318,3.729433,3.952356,NbQ-B7,C1
70371,NbQ-B7-18,NbQ-B7,18,Xenic,3.156509,3.71462,3.520084,3.762191,NbQ-B7,C1
70372,NbQ-B7-18,NbQ-B7,18,Xenic,3.61487,3.813158,3.518641,3.744352,NbQ-B7,C1
70373,NbQ-B7-18,NbQ-B7,18,Xenic,3.402734,3.709196,3.53599,3.673332,NbQ-B7,C1
70374,NbQ-B7-18,NbQ-B7,18,Xenic,3.265001,3.632342,3.449297,3.593972,NbQ-B7,C1
70375,NbQ-B7-18,NbQ-B7,18,Xenic,3.46994,3.541637,3.579142,3.650237,NbQ-B7,C1
70376,NbQ-B7-18,NbQ-B7,18,Xenic,3.429878,3.846823,3.53844,3.770845,NbQ-B7,C1
70377,NbQ-B7-18,NbQ-B7,18,Xenic,3.528848,3.803817,2.594989,4.874499,NbQ-B7,C1
70378,NbQ-B7-18,NbQ-B7,18,Xenic,3.421572,3.519332,3.595944,3.64026,NbQ-B7,C1
70379,NbQ-B7-18,NbQ-B7,18,Xenic,3.584572,3.722766,3.494081,3.843216,NbQ-B7,C1
70380,NbQ-B7-18,NbQ-B7,18,Xenic,3.475508,3.885227,3.609474,3.752994,NbQ-B7,C1
70381,NbQ-B7-18,NbQ-B7,18,Xenic,3.496991,4.179153,3.610079,3.891747,NbQ-B7,C1
70382,NbQ-B7-18,NbQ-B7,18,Xenic,3.429715,3.717039,3.437929,3.77277,NbQ-B7,C1
70383,NbQ-B7-18,NbQ-B7,18,Xenic,3.624225,3.698484,3.543686,3.769627,NbQ-B7,C1
70384,NbQ-B7-18,NbQ-B7,18,Xenic,3.420388,3.651948,3.463666,3.679922,NbQ-B7,C1
70385,NbQ-B7-18,NbQ-B7,18,Xenic,3.452641,3.610434,3.497256,3.615009,NbQ-B7,C1
70386,NbQ-B7-18,NbQ-B7,18,Xenic,3.623512,3.833098,3.524343,3.944652,NbQ-B7,C1
70387,NbQ-B7-18,NbQ-B7,18,Xenic,3.469639,3.743042,3.583903,3.849941,NbQ-B7,C1
70388,NbQ-B7-18,NbQ-B7,18,Xenic,3.508566,3.702037,3.708026,3.783418,NbQ-B7,C1
70389,NbQ-B7-18,NbQ-B7,18,Xenic,3.51393,3.450292,3.397483,3.585321,NbQ-B7,C1
70390,NbQ-B7-18,NbQ-B7,18,Xenic,3.470382,3.634328,3.548756,3.693684,NbQ-B7,C1
70391,NbQ-B7-18,NbQ-B7,18,Xenic,3.52088,3.969325,3.406612,3.692861,NbQ-B7,C1
70392,NbQ-B7-18,NbQ-B7,18,Xenic,3.2601,3.677506,3.572297,3.85319,NbQ-B7,C1
70393,NbQ-B7-18,NbQ-B7,18,Xenic,3.580993,3.597108,3.657623,3.774172,NbQ-B7,C1
70394,NbQ-B7-18,NbQ-B7,18,Xenic,3.478523,3.691422,3.507208,3.607292,NbQ-B7,C1
70395,NbQ-B7-18,NbQ-B7,18,Xenic,3.388385,3.711252,3.582898,3.690606,NbQ-B7,C1
70396,NbQ-B7-18,NbQ-B7,18,Xenic,3.517236,3.811884,3.571623,3.808461,NbQ-B7,C1
70397,NbQ-B7-18,NbQ-B7,18,Xenic,3.496792,4.346063,3.35848,3.656132,NbQ-B7,C1
70398,NbQ-B7-18,NbQ-B7,18,Xenic,3.578036,3.71243,3.60394,3.846381,NbQ-B7,C1
70399,NbQ-B7-18,NbQ-B7,18,Xenic,3.171886,3.693061,3.207296,3.172464,NbQ-B7,C1
70400,NbQ-B7-18,NbQ-B7,18,Xenic,3.44799,3.688618,3.530796,3.647429,NbQ-B7,C1
70401,NbQ-B7-18,NbQ-B7,18,Xenic,3.589414,3.669748,3.521813,3.560109,NbQ-B7,C1
70402,NbQ-B7-18,NbQ-B7,18,Xenic,3.161736,3.747778,3.520578,3.80558,NbQ-B7,C1
70403,NbQ-B7-18,NbQ-B7,18,Xenic,3.579461,3.72526,3.629036,3.782867,NbQ-B7,C1
70404,NbQ-B7-18,NbQ-B7,18,Xenic,3.47148,3.587963,3.305104,4.224514,NbQ-B7,C1
70405,NbQ-B7-18,NbQ-B7,18,Xenic,3.626843,3.696035,3.499323,3.513948,NbQ-B7,C1
70406,NbQ-B7-18,NbQ-B7,18,Xenic,3.430467,3.920316,3.651868,3.914141,NbQ-B7,C1
70407,NbQ-B7-18,NbQ-B7,18,Xenic,3.573552,3.698857,3.461329,3.664629,NbQ-B7,C1
70408,NbQ-B7-18,NbQ-B7,18,Xenic,3.495631,3.687223,3.398706,3.692337,NbQ-B7,C1
70409,NbQ-B7-18,NbQ-B7,18,Xenic,3.556252,3.767474,3.525862,3.834314,NbQ-B7,C1
70410,NbQ-B7-18,NbQ-B7,18,Xenic,3.411966,3.604804,3.513135,3.679099,NbQ-B7,C1
70411,NbQ-B7-18,NbQ-B7,18,Xenic,3.608359,3.755432,3.50884,3.746726,NbQ-B7,C1
70412,NbQ-B7-18,NbQ-B7,18,Xenic,3.421952,3.793804,3.521897,3.736099,NbQ-B7,C1
70413,NbQ-B7-18,NbQ-B7,18,Xenic,3.263355,3.519736,3.483662,3.585711,NbQ-B7,C1
70414,NbQ-B7-18,NbQ-B7,18,Xenic,3.536208,3.593685,3.442743,3.785233,NbQ-B7,C1
70415,NbQ-B7-18,NbQ-B7,18,Xenic,3.494866,3.831861,3.506861,3.739489,NbQ-B7,C1
70416,NbQ-B7-18,NbQ-B7,18,Xenic,3.5192,3.856717,3.589432,3.803612,NbQ-B7,C1
70417,NbQ-B7-18,NbQ-B7,18,Xenic,3.046664,3.652409,3.535065,3.600975,NbQ-B7,C1
70418,NbQ-B7-18,NbQ-B7,18,Xenic,3.359837,3.538597,3.517158,3.703621,NbQ-B7,C1
70419,NbQ-B7-18,NbQ-B7,18,Xenic,3.617772,3.800059,3.470645,3.847069,NbQ-B7,C1
70420,NbQ-B7-18,NbQ-B7,18,Xenic,3.279593,3.562358,3.512254,3.664475,NbQ-B7,C1
70421,NbQ-B7-18,NbQ-B7,18,Xenic,3.612997,3.770172,3.509747,3.768067,NbQ-B7,C1
70422,NbQ-B7-18,NbQ-B7,18,Xenic,3.16147,3.535624,3.377831,3.610656,NbQ-B7,C1
70423,NbQ-B7-18,NbQ-B7,18,Xenic,3.52248,3.641781,3.447212,3.757349,NbQ-B7,C1
70424,NbQ-B7-18,NbQ-B7,18,Xenic,3.586947,3.811714,3.471197,3.78324,NbQ-B7,C1
70425,NbQ-B7-18,NbQ-B7,18,Xenic,3.41644,3.707879,3.471464,3.64891,NbQ-B7,C1
70426,NbQ-B7-18,NbQ-B7,18,Xenic,3.456208,3.821471,3.586046,3.848829,NbQ-B7,C1
70427,NbQ-B7-18,NbQ-B7,18,Xenic,3.570118,3.764347,3.572412,3.737129,NbQ-B7,C1
70428,NbQ-B7-18,NbQ-B7,18,Xenic,3.68647,3.754928,3.584384,3.704455,NbQ-B7,C1
70429,NbQ-B7-18,NbQ-B7,18,Xenic,3.479445,3.78093,3.557855,3.78413,NbQ-B7,C1
70430,NbQ-B7-18,NbQ-B7,18,Xenic,3.812132,3.9096,3.74178,4.004758,NbQ-B7,C1
70431,NbQ-B7-18,NbQ-B7,18,Xenic,3.280793,3.693243,3.489926,3.726642,NbQ-B7,C1
70432,NbQ-B7-18,NbQ-B7,18,Xenic,3.525618,3.730078,3.59512,3.788812,NbQ-B7,C1
70433,NbQ-B7-18,NbQ-B7,18,Xenic,3.447211,3.325929,3.476125,3.344683,NbQ-B7,C1
70434,NbQ-B7-18,NbQ-B7,18,Xenic,3.431427,3.73276,3.471904,3.74138,NbQ-B7,C1
70435,NbQ-B7-18,NbQ-B7,18,Xenic,2.991919,3.190664,3.233316,3.553382,NbQ-B7,C1
70436,NbQ-B7-18,NbQ-B7,18,Xenic,3.210346,3.765649,3.709802,3.645326,NbQ-B7,C1
70437,NbQ-B7-18,NbQ-B7,18,Xenic,3.545406,3.576631,3.487145,3.624055,NbQ-B7,C1
70438,NbQ-B7-18,NbQ-B7,18,Xenic,3.518741,3.745854,3.57871,3.624529,NbQ-B7,C1
70439,NbQ-B7-18,NbQ-B7,18,Xenic,3.555054,3.728286,3.488207,3.653456,NbQ-B7,C1
70440,NbQ-B7-18,NbQ-B7,18,Xenic,3.515556,3.790891,3.558322,3.76038,NbQ-B7,C1
70441,NbQ-B7-18,NbQ-B7,18,Xenic,3.088581,3.268144,2.782298,4.05236,NbQ-B7,C1
70442,NbQ-B7-18,NbQ-B7,18,Xenic,3.56753,3.561181,3.468272,3.737174,NbQ-B7,C1
70443,NbQ-B7-18,NbQ-B7,18,Xenic,3.531863,3.798702,3.776327,3.757598,NbQ-B7,C1
70444,NbQ-B7-18,NbQ-B7,18,Xenic,3.450284,3.790502,3.52519,3.887448,NbQ-B7,C1
70445,NbQ-B7-18,NbQ-B7,18,Xenic,3.175901,3.649037,3.58279,3.682063,NbQ-B7,C1
70446,NbQ-B7-18,NbQ-B7,18,Xenic,3.518102,4.001505,3.42467,3.800915,NbQ-B7,C1
70447,NbQ-B7-18,NbQ-B7,18,Xenic,3.533984,3.68146,3.506035,3.63348,NbQ-B7,C1
70448,NbQ-B7-18,NbQ-B7,18,Xenic,3.546123,3.649107,3.412492,3.809329,NbQ-B7,C1
70449,NbQ-B7-18,NbQ-B7,18,Xenic,3.574621,3.871636,3.576972,3.995613,NbQ-B7,C1
70450,NbQ-B7-18,NbQ-B7,18,Xenic,3.564121,3.863366,3.631991,3.828166,NbQ-B7,C1
70451,NbQ-B7-18,NbQ-B7,18,Xenic,3.414036,3.733602,3.47518,3.831585,NbQ-B7,C1
70452,NbQ-B7-18,NbQ-B7,18,Xenic,3.538094,3.713409,3.502894,3.617632,NbQ-B7,C1
70453,NbQ-B7-18,NbQ-B7,18,Xenic,3.574655,3.788169,3.47908,3.812223,NbQ-B7,C1
70454,NbQ-B7-18,NbQ-B7,18,Xenic,3.42471,3.455503,3.508918,3.75659,NbQ-B7,C1
70455,NbQ-B7-18,NbQ-B7,18,Xenic,3.314534,3.635303,3.493464,3.601403,NbQ-B7,C1
70456,NbQ-B7-18,NbQ-B7,18,Xenic,3.52642,3.94422,3.621001,3.808294,NbQ-B7,C1
70457,NbQ-B7-18,NbQ-B7,18,Xenic,3.544828,3.712864,3.527157,3.802489,NbQ-B7,C1
70458,NbQ-B7-18,NbQ-B7,18,Xenic,3.550983,3.787071,3.618431,3.857876,NbQ-B7,C1
70459,NbQ-B7-18,NbQ-B7,18,Xenic,3.862906,4.066573,3.855219,4.089918,NbQ-B7,C1
70460,NbQ-B7-18,NbQ-B7,18,Xenic,3.422652,3.871815,3.555666,3.5844,NbQ-B7,C1
70461,NbQ-B7-18,NbQ-B7,18,Xenic,3.555554,3.498921,3.529181,3.557352,NbQ-B7,C1
70462,NbQ-B7-18,NbQ-B7,18,Xenic,3.523597,3.776128,3.628728,3.786557,NbQ-B7,C1
70463,NbQ-B7-18,NbQ-B7,18,Xenic,3.534461,3.731374,3.578065,3.818905,NbQ-B7,C1
70464,NbQ-B7-18,NbQ-B7,18,Xenic,3.523875,3.672819,3.510381,3.647031,NbQ-B7,C1
70465,NbQ-B7-18,NbQ-B7,18,Xenic,3.556572,3.625373,3.579649,3.686395,NbQ-B7,C1
70466,NbQ-B7-18,NbQ-B7,18,Xenic,3.517954,3.74308,3.555345,3.653288,NbQ-B7,C1
70467,NbQ-B7-18,NbQ-B7,18,Xenic,3.536839,3.78653,3.451289,3.801001,NbQ-B7,C1
70468,NbQ-B7-18,NbQ-B7,18,Xenic,3.49111,3.47901,3.442334,3.678754,NbQ-B7,C1
70469,NbQ-B7-18,NbQ-B7,18,Xenic,3.507672,4.063194,3.663984,3.805698,NbQ-B7,C1
70470,NbQ-B7-18,NbQ-B7,18,Xenic,3.58654,3.718894,3.421095,3.786871,NbQ-B7,C1
70471,NbQ-B7-18,NbQ-B7,18,Xenic,3.610603,3.622892,3.55008,3.655364,NbQ-B7,C1
70472,NbQ-B7-18,NbQ-B7,18,Xenic,3.233188,3.473077,3.417814,3.696284,NbQ-B7,C1
70473,NbQ-B7-18,NbQ-B7,18,Xenic,3.430575,3.776857,3.522571,3.617716,NbQ-B7,C1
70474,NbQ-B7-18,NbQ-B7,18,Xenic,3.420791,3.714339,3.539423,3.687373,NbQ-B7,C1
70475,NbQ-B7-18,NbQ-B7,18,Xenic,3.353382,3.711701,3.597507,3.736968,NbQ-B7,C1
70476,NbQ-B7-18,NbQ-B7,18,Xenic,3.627639,3.77777,3.544561,3.780353,NbQ-B7,C1
70477,NbQ-B7-18,NbQ-B7,18,Xenic,3.571252,3.539382,3.492528,3.673691,NbQ-B7,C1
70478,NbQ-B7-18,NbQ-B7,18,Xenic,3.514184,3.539444,3.496527,3.786825,NbQ-B7,C1
70479,NbQ-B7-18,NbQ-B7,18,Xenic,3.600562,3.768738,3.505477,3.718003,NbQ-B7,C1
70480,NbQ-B7-18,NbQ-B7,18,Xenic,3.492925,3.781763,3.316504,3.539669,NbQ-B7,C1
70481,NbQ-B7-18,NbQ-B7,18,Xenic,3.363593,3.570254,3.481778,3.534396,NbQ-B7,C1
70482,NbQ-B7-18,NbQ-B7,18,Xenic,3.172905,3.738637,3.421526,3.613077,NbQ-B7,C1
70483,NbQ-B7-18,NbQ-B7,18,Xenic,3.434248,3.409698,3.30862,3.684977,NbQ-B7,C1
70484,NbQ-B7-18,NbQ-B7,18,Xenic,3.455771,3.628741,3.392931,3.619509,NbQ-B7,C1
70485,NbQ-B7-18,NbQ-B7,18,Xenic,3.596997,3.6894,3.53194,3.74452,NbQ-B7,C1
70486,NbQ-B7-18,NbQ-B7,18,Xenic,3.452414,3.640722,3.540942,3.80372,NbQ-B7,C1
70487,NbQ-B7-18,NbQ-B7,18,Xenic,3.503406,4.422292,3.583174,3.809536,NbQ-B7,C1
70488,NbQ-B7-18,NbQ-B7,18,Xenic,3.463837,3.556493,3.550519,3.744654,NbQ-B7,C1
70489,NbQ-B7-18,NbQ-B7,18,Xenic,3.488237,3.499354,3.543275,3.740226,NbQ-B7,C1
70490,NbQ-B7-18,NbQ-B7,18,Xenic,3.430915,3.557062,3.469979,3.648741,NbQ-B7,C1
70491,NbQ-B7-18,NbQ-B7,18,Xenic,3.61781,3.670445,3.563579,3.748487,NbQ-B7,C1
70492,NbQ-B7-18,NbQ-B7,18,Xenic,3.529289,3.858766,3.564743,3.745635,NbQ-B7,C1
70493,NbQ-B7-18,NbQ-B7,18,Xenic,3.364518,3.795332,3.106682,4.004074,NbQ-B7,C1
70494,NbQ-B7-18,NbQ-B7,18,Xenic,3.693405,4.013304,4.077779,4.444613,NbQ-B7,C1
70495,NbQ-B7-18,NbQ-B7,18,Xenic,3.190429,3.550472,3.515817,3.591936,NbQ-B7,C1
70496,NbQ-B7-18,NbQ-B7,18,Xenic,3.245364,3.791179,3.536087,3.741949,NbQ-B7,C1
70497,NbQ-B7-18,NbQ-B7,18,Xenic,3.55422,3.742746,3.573734,3.906582,NbQ-B7,C1
70498,NbQ-B7-18,NbQ-B7,18,Xenic,3.615504,3.837548,3.562271,3.90216,NbQ-B7,C1
70499,NbQ-B7-18,NbQ-B7,18,Xenic,3.548118,3.980186,3.477222,3.825157,NbQ-B7,C1
70500,NbQ-B7-18,NbQ-B7,18,Xenic,3.463136,3.97149,3.680822,3.827135,NbQ-B7,C1
70501,NbQ-B7-18,NbQ-B7,18,Xenic,3.341731,3.487668,3.616416,4.298909,NbQ-B7,C1
70502,NbQ-B7-18,NbQ-B7,18,Xenic,3.497615,3.776929,3.457161,3.697144,NbQ-B7,C1
70503,NbQ-B7-18,NbQ-B7,18,Xenic,3.480051,3.666399,3.472118,3.714486,NbQ-B7,C1
70504,NbQ-B7-18,NbQ-B7,18,Xenic,3.8991,4.048923,3.886665,4.051905,NbQ-B7,C1
70505,NbQ-B7-18,NbQ-B7,18,Xenic,3.561365,3.45628,3.457282,3.640339,NbQ-B7,C1
70506,NbQ-B7-18,NbQ-B7,18,Xenic,3.798426,4.294367,3.851707,3.975076,NbQ-B7,C1
70507,NbQ-B7-18,NbQ-B7,18,Xenic,3.499317,3.83692,3.51994,3.691751,NbQ-B7,C1
70508,NbQ-B7-18,NbQ-B7,18,Xenic,3.619543,4.401089,3.55612,3.726408,NbQ-B7,C1
70509,NbQ-B7-18,NbQ-B7,18,Xenic,3.416975,3.643716,3.820873,4.207837,NbQ-B7,C1
70510,NbQ-B7-18,NbQ-B7,18,Xenic,3.537663,3.820582,3.702121,3.794533,NbQ-B7,C1
70511,NbQ-B7-18,NbQ-B7,18,Xenic,3.599474,3.558417,3.478141,3.605556,NbQ-B7,C1
70512,NbQ-B7-18,NbQ-B7,18,Xenic,3.634528,3.728548,3.578218,3.669026,NbQ-B7,C1
70513,NbQ-B7-18,NbQ-B7,18,Xenic,2.808558,2.692398,2.045005,3.73754,NbQ-B7,C1
70514,NbQ-B7-18,NbQ-B7,18,Xenic,3.285402,3.773626,3.492097,3.770236,NbQ-B7,C1
70515,NbQ-B7-18,NbQ-B7,18,Xenic,3.806827,4.100397,3.812162,4.093669,NbQ-B7,C1
70516,NbQ-B7-18,NbQ-B7,18,Xenic,3.236921,3.643472,3.488254,3.647252,NbQ-B7,C1
70517,NbQ-B7-18,NbQ-B7,18,Xenic,3.539333,3.736839,3.569556,3.771395,NbQ-B7,C1
70518,NbQ-B7-18,NbQ-B7,18,Xenic,3.67747,3.687112,3.529925,3.735051,NbQ-B7,C1
70519,NbQ-B7-18,NbQ-B7,18,Xenic,3.64969,3.668133,3.483287,3.686891,NbQ-B7,C1
70520,NbQ-B7-18,NbQ-B7,18,Xenic,3.405736,3.829687,3.525941,3.823968,NbQ-B7,C1
70521,NbQ-B7-18,NbQ-B7,18,Xenic,3.589212,3.771746,3.539375,3.771024,NbQ-B7,C1
70522,NbQ-B7-18,NbQ-B7,18,Xenic,3.698308,3.601463,3.549009,3.758147,NbQ-B7,C1
70523,NbQ-B7-18,NbQ-B7,18,Xenic,3.551955,3.773836,3.509352,3.779089,NbQ-B7,C1
70524,NbQ-B7-18,NbQ-B7,18,Xenic,3.50583,3.714912,3.586786,3.748585,NbQ-B7,C1
70525,NbQ-B7-18,NbQ-B7,18,Xenic,3.481022,3.802617,3.517166,3.706346,NbQ-B7,C1
70526,NbQ-B7-18,NbQ-B7,18,Xenic,3.532718,3.494792,3.447132,3.687781,NbQ-B7,C1
70527,NbQ-B7-18,NbQ-B7,18,Xenic,3.550784,3.563523,3.441492,3.660957,NbQ-B7,C1
70528,NbQ-B7-18,NbQ-B7,18,Xenic,3.507936,3.754539,3.507701,3.746432,NbQ-B7,C1
70529,NbQ-B7-18,NbQ-B7,18,Xenic,3.49648,3.858043,3.510192,3.792987,NbQ-B7,C1
70530,NbQ-B7-18,NbQ-B7,18,Xenic,3.490064,3.789157,3.550399,3.705913,NbQ-B7,C1
70531,NbQ-B7-18,NbQ-B7,18,Xenic,3.607694,3.587356,3.456075,3.628894,NbQ-B7,C1
70532,NbQ-B7-18,NbQ-B7,18,Xenic,3.106733,3.643464,3.601473,3.654242,NbQ-B7,C1
70533,NbQ-B7-18,NbQ-B7,18,Xenic,3.298303,3.682658,3.051433,4.133195,NbQ-B7,C1
70534,NbQ-B7-18,NbQ-B7,18,Xenic,3.717469,3.879408,3.727319,3.924372,NbQ-B7,C1
70535,NbQ-B7-18,NbQ-B7,18,Xenic,3.595364,3.729729,3.586627,3.663983,NbQ-B7,C1
70536,NbQ-B7-18,NbQ-B7,18,Xenic,3.276461,3.521705,3.403725,3.651203,NbQ-B7,C1
70537,NbQ-B7-18,NbQ-B7,18,Xenic,3.266565,3.704818,3.523596,3.684716,NbQ-B7,C1
70538,NbQ-B7-18,NbQ-B7,18,Xenic,3.565533,3.827785,3.503678,3.757591,NbQ-B7,C1
70539,NbQ-B7-18,NbQ-B7,18,Xenic,3.179946,3.331383,3.323584,3.365276,NbQ-B7,C1
70540,NbQ-B7-18,NbQ-B7,18,Xenic,3.531759,3.80526,3.602641,4.037564,NbQ-B7,C1
70541,NbQ-B7-18,NbQ-B7,18,Xenic,3.579712,3.661793,3.463641,3.724552,NbQ-B7,C1
70542,NbQ-B7-18,NbQ-B7,18,Xenic,3.477282,3.837125,3.544331,3.653371,NbQ-B7,C1
70543,NbQ-B7-18,NbQ-B7,18,Xenic,3.468517,3.78963,3.407657,3.646188,NbQ-B7,C1
70544,NbQ-B7-18,NbQ-B7,18,Xenic,3.447195,3.800032,3.47093,3.780803,NbQ-B7,C1
70545,NbQ-B7-18,NbQ-B7,18,Xenic,3.567882,3.658965,3.452394,3.639821,NbQ-B7,C1
70546,NbQ-B7-18,NbQ-B7,18,Xenic,3.541925,3.92107,3.540689,3.837239,NbQ-B7,C1
70547,NbQ-B7-18,NbQ-B7,18,Xenic,3.169853,3.423938,3.072079,3.756732,NbQ-B7,C1
70548,NbQ-B7-18,NbQ-B7,18,Xenic,3.423193,3.319549,3.25938,3.301944,NbQ-B7,C1
70549,NbQ-B7-18,NbQ-B7,18,Xenic,3.556027,4.386001,3.55448,3.877295,NbQ-B7,C1
70550,NbQ-B7-18,NbQ-B7,18,Xenic,3.483517,3.756016,3.582893,3.748906,NbQ-B7,C1
70551,NbQ-B7-18,NbQ-B7,18,Xenic,3.596002,3.900932,3.496425,3.860334,NbQ-B7,C1
70552,NbQ-B7-18,NbQ-B7,18,Xenic,3.492053,3.812587,3.537008,3.866554,NbQ-B7,C1
70553,NbQ-B7-18,NbQ-B7,18,Xenic,3.399523,3.63314,3.519234,3.557086,NbQ-B7,C1
70554,NbQ-B7-18,NbQ-B7,18,Xenic,3.510175,3.730092,3.556067,3.74956,NbQ-B7,C1
70555,NbQ-B7-18,NbQ-B7,18,Xenic,3.477036,3.783339,3.645994,3.923199,NbQ-B7,C1
70556,NbQ-B7-18,NbQ-B7,18,Xenic,3.460108,3.710288,3.536579,3.663515,NbQ-B7,C1
70557,NbQ-B7-18,NbQ-B7,18,Xenic,3.584794,4.089066,3.471158,3.634123,NbQ-B7,C1
70558,NbQ-B7-18,NbQ-B7,18,Xenic,3.41897,3.79744,3.631581,3.822017,NbQ-B7,C1
70559,NbQ-B7-18,NbQ-B7,18,Xenic,3.47437,3.708579,3.528569,3.665642,NbQ-B7,C1
70560,NbQ-B7-18,NbQ-B7,18,Xenic,3.574258,3.637019,3.453517,3.806221,NbQ-B7,C1
70561,NbQ-B7-18,NbQ-B7,18,Xenic,3.302494,3.796095,3.52938,3.831612,NbQ-B7,C1
70562,NbQ-B7-18,NbQ-B7,18,Xenic,3.469352,3.629513,3.424877,3.711832,NbQ-B7,C1
70563,NbQ-B7-18,NbQ-B7,18,Xenic,3.564782,3.598578,3.560026,3.713664,NbQ-B7,C1
70564,NbQ-B7-18,NbQ-B7,18,Xenic,3.689764,3.620581,3.48396,3.670276,NbQ-B7,C1
70565,NbQ-B7-18,NbQ-B7,18,Xenic,3.583846,3.62271,3.536001,3.738961,NbQ-B7,C1
70566,NbQ-B7-18,NbQ-B7,18,Xenic,3.541051,3.731152,3.66293,3.855645,NbQ-B7,C1
70567,NbQ-B7-18,NbQ-B7,18,Xenic,3.401252,3.708341,3.347714,3.541557,NbQ-B7,C1
70568,NbQ-B7-18,NbQ-B7,18,Xenic,3.641608,3.713739,3.595241,3.737602,NbQ-B7,C1
70569,NbQ-B7-18,NbQ-B7,18,Xenic,3.317509,3.696828,3.532116,3.697172,NbQ-B7,C1
70570,NbQ-B7-18,NbQ-B7,18,Xenic,3.578372,3.532168,3.547408,3.888003,NbQ-B7,C1
70571,NbQ-B7-18,NbQ-B7,18,Xenic,3.599427,3.966643,3.576977,3.770724,NbQ-B7,C1
70572,NbQ-B7-18,NbQ-B7,18,Xenic,3.516795,3.764574,3.585942,3.723742,NbQ-B7,C1
70573,NbQ-B7-18,NbQ-B7,18,Xenic,3.13868,3.341712,3.359444,3.212813,NbQ-B7,C1
